issuer_name,market_cap_usd,net_income_usd,hist_pe,hist_book_px,hist_fcf_yld,hist_ebitda_ev,hist_roe,hist_roic,hist_roa,hist_gross_profit_usd,hist_net_chg_lt_debt_usd,hist_net_debt_usd,hist_ev_usd,hist_asset_turnover,hist_capex_sales,hist_capex_depr,hist_rd_exp_usd,hist_eps_usd,return_usd,vola,beta,shares_outstanding,shares_float,top_1_shareholder_percentage,top_2_shareholder_percentage,top_3_shareholder_percentage,yeo_joh_market_cap_usd,yeo_joh_net_income_usd,yeo_joh_hist_pe,yeo_joh_hist_book_px,yeo_joh_hist_fcf_yld,yeo_joh_hist_ebitda_ev,yeo_joh_hist_roe,yeo_joh_hist_roic,yeo_joh_hist_roa,yeo_joh_hist_gross_profit_usd,yeo_joh_hist_net_chg_lt_debt_usd,yeo_joh_hist_net_debt_usd,yeo_joh_hist_ev_usd,yeo_joh_hist_asset_turnover,yeo_joh_hist_capex_sales,yeo_joh_hist_capex_depr,yeo_joh_hist_rd_exp_usd,yeo_joh_hist_eps_usd,yeo_joh_return_usd,yeo_joh_vola,yeo_joh_beta,yeo_joh_shares_outstanding,yeo_joh_shares_float,yeo_joh_top_1_shareholder_percentage,yeo_joh_top_2_shareholder_percentage,yeo_joh_top_3_shareholder_percentage,issuer_cntry_domicile_name,cntry_of_risk,gics_sector,gics_sub_ind,top_1_shareholder_location,top_2_shareholder_location,top_3_shareholder_location
OCI N.V.,6026254212.0,-245400000.0,21.12752258640994,4.817542804,4.679540932,12.72044225,-11.4723826,5.137356211,-2.430340634,1014300000.0,1355300000.0,2633300000.0,9710354212.0,0.595156155,11.26716033,8.922920948264368,174493868.54065874,-1.166187,-0.002337114,0.47335021,1.204397189,210997647.0,85034984,12.992,3.115,1.131,-0.3841445081864623,-0.3831392904492174,0.1641265773879771,0.8161517315998932,0.0448924297859453,0.1311176007795977,-0.6419847344438194,0.0039787034250399,-0.7735932242612975,-0.4829416081628218,0.2510451689297697,-0.0215067642914174,-0.1913525401788665,0.0690091565675349,0.9038775689221558,2.115896686855283,0.335042775562889,-0.011966761384923,-0.1780110584862851,1.4845679238967813,0.5592007467575829,-0.3060141135102009,-0.7228849468842359,-0.4256198173510665,-0.2755473681805739,-0.6272886370305958,Netherlands,NL,Materials,Fertilizers & Agricultural Chemicals,United States,Luxembourg,United Kingdom
OGE ENERGY CORP.,6635520369.0,418900000.0,15.92788462,1.461343046,-2.771477323,10.0423229,9.328167101,5.775347972,3.305296048,1763700000.0,791500000.0,4748300000.0,11383820369.0,0.222470332,43.96878879,2.492861452,0.0,2.09,-0.110571654,0.198074381,0.614831635,200287364.0,199496544,39.559,0.854,0.821,-0.3161566232851474,-0.1882679404507447,-0.1644061123062364,-0.465819084867221,-0.1334106522049029,0.0167275167691908,-0.1200693988857105,0.0114327506234385,-0.156697632954401,-0.4065976411799366,0.1662790845993593,-0.004697039547739,-0.1815105228901262,-0.9915279520079008,2.072948030704913,0.7456520249771007,-1.6387458146997609,-0.0023783899773214,-0.5539501783183237,-0.953098484176156,-0.5330097360162942,-0.3392818700696808,-0.198695100750406,1.1265246999722571,-1.4789188602074532,-1.0226231300469273,United States of America,US,Utilities,Electric Utilities,United States,Luxembourg,Norway
OKTA INC.,14117180092.0,-464000000.0,241.17591134552745,2.463414157,2.931985804,-3.629381709,-8.33212721,-7.708381365,-5.203620823,1593000000.0,-919453000.0,-590000000.0,13527180092.0,0.243134697,0.812869004,1.4468980509407894,654000000.0,-2.86,0.233636758,0.480546578,1.67364359,158045390.0,155238464,39.542,2.016,1.997,0.2150036229971083,-0.4835436096957906,2.2159253354778365,0.128887916784993,-0.0081917937556058,-0.4932856423380339,-0.5608109410568871,-0.2299707313403563,-1.0747256722723686,-0.4237105203783992,-0.5576515085957939,-0.050935148471651,-0.1689210088506136,-0.918920832548378,-1.3867253359701035,-0.1308771452240736,0.7543087984002288,-0.018792680640423,0.52791904322549,1.5175101197226888,1.1816278523934824,-0.4897780743966459,-0.3559179016454362,1.1258113608543625,-0.7452397502028713,0.1949429490159696,United States of America,US,Information Technology,Internet Services & Infrastructure,United States,Japan,United Kingdom
OLD DOMINION FREIGHT LINE INC.,43194822209.0,1240616000.0,35.38745721,10.63730233,1.328267872,4.554973782,32.55657537,29.3684144,24.54170597,2071285000.0,-19985000.0,-126627000.0,43068195209.0,1.159664923,15.72309728,2.955642705,270741179.5179233,5.655,0.235334933,0.318024595,1.407424058,218227308.0,197200656,35.138,1.664,1.596,0.996062288986304,-0.0266558908125681,0.7118636038360631,1.4414923244041244,-0.0523642515890105,-0.2089731509257955,0.4362210186782135,0.2426449267162459,2.097997486753493,-0.3760846300924252,0.0301498141796855,-0.0445187351248678,0.0035709719254564,1.064899964291383,1.2075626068585383,0.988517195051194,0.4661915567640387,0.0052864545566649,0.5325277225069943,0.473411741336637,0.8483317217030739,-0.284466376163007,-0.2060070023166004,0.933468356376666,-0.9325815820383978,-0.1456043458243842,United States of America,US,Industrials,Cargo Ground Transportation,United States,Ireland,United Kingdom
OLD REPUBLIC INTERNATIONAL CORPORATION,7920670110.0,598600000.0,10.74144487,1.235539038,-46.94479012629586,5.8362933334500005,9.519038873,5.043661921,2.31742443,9672143655.485714,-169100000.0,23680332950.238373,71009529083.70897,0.280990616,4.880788666897561,1.644917489,394648348.61,2.12,0.125945392,0.194844568,0.626854206,280377703.0,258156432,38.524,1.475,0.846,-0.1913159098998493,-0.1525882852542025,-0.6553357004294794,-0.6582460182799651,-0.6072083036605641,-0.1575794895692462,-0.115453468069045,0.0028724041548404,-0.2623006482075126,0.3185944734361393,-0.0621422490546222,0.1432358385679429,0.1657980726069717,-0.791029766701888,0.1131926441701539,0.0868720006702609,0.5850939759919512,-0.0023071008579205,0.2228958728964771,-1.0038593245821943,-0.5056366644555623,-0.1233760553355116,-0.0344301432913058,1.0827065041890596,-1.0435977033788444,-0.9879149277009528,United States of America,US,Financials,Property & Casualty Insurance,United States,Norway,Ireland
OLYMPUS CORPORATION,18408889969.0,2112267261.0,50.390108447763645,3.172190795,1.230943491,6.26536058,39.83418517,5.592874213,18.87258819,4383020193.0,-723570830.0,-935319978.0,17473569991.0,0.580888872,5.394522727,1.8303580760084035,547040959.7,1.680196203,-0.199880467,0.287447517,0.616340499,1266178700.0,1168076800,23.795,17.39,2.652,0.4010126721570421,0.1421303653565548,1.0491182781806738,0.4022544474341116,-0.0548643649780369,-0.1401639558750777,0.6090967597600563,0.0093144056258257,1.497786970804429,-0.1556417873978329,-0.4259316284124328,-0.0557698483580132,-0.1457795648958105,0.0362379417866066,0.2085266540553436,0.2637975889197567,0.6931536625014143,-0.0033695766990771,-0.8910193994569742,0.1812139841291928,-0.5295594499383806,0.8765453703815175,0.9848681851459048,0.3475734751939776,2.0009310390835355,0.6502247013877607,Japan,JP,Health Care,Health Care Equipment,Japan,United States,United Kingdom
OMNICOM GROUP INC.,18087224455.0,1395500000.0,12.72676071,5.601841072,3.183062583,10.20725019,46.6471425,14.26080267,5.679343955,11905944632.544285,32300000.0,3645000000.0,22657424455.0,0.590094215,0.529673437,0.577009767,1437386306.9417562,6.96,0.112870366,0.237545828,1.029344735,197934170.0,195785840,45.428,4.38,2.961,0.3886718895470791,0.0034814152234447,-0.4394587717722444,0.951859386790027,-0.0008443294214506,0.023705003958381,0.7705385761023165,0.1018649597675872,0.0965935485010816,0.5117996311152485,0.0472033126617302,-0.0134495893459811,-0.1154417850074659,0.0574386445753938,-1.6301293224495408,-1.7136678656254272,1.0423601046786086,0.007818491211811,0.1840334772114085,-0.3928229610764894,0.2798120546969447,-0.346820860757624,-0.2105526194332737,1.361183602902173,0.1304158856024831,0.8329287759931797,United States of America,US,Communication Services,Advertising,United States,Luxembourg,United Kingdom
OMRON Corporation,9541319496.0,375487576.3,28.61464825,1.768836434,1.039905939,7.934003906,7.024938864,6.732753994,5.258464233,2772835770.0,13978905.0,-421103481.0,9139819812.0,0.881027575,5.283731765,2.416103161,373201447.9,1.901741518,-0.169358848,0.303476673,0.627741162,206244872.0,186131856,23.665,10.802,2.366,-0.0602329114159503,-0.1969318194127169,0.4943849923794204,-0.2459882738388993,-0.0596996647129699,-0.0715855123795463,-0.1758714721148617,0.0223843448110606,0.0517307443475917,-0.3077541565389855,0.0440356613921154,-0.048583296059319,-0.1947108488634262,0.6361537351193558,0.1887478932506645,0.6991731706141624,0.5670771198054179,-0.0028295852877233,-0.7731019752350705,0.3393916068835718,-0.5036279287708554,-0.3205710616469903,-0.2424152751587765,0.3398534392219213,1.3242307001591898,0.4642350106670759,Japan,JP,Information Technology,Electronic Components,Japan,United States,Luxembourg
OMV Aktiengesellschaft,14245993297.0,1657424375.0,9.416047937,0.824654429,10.73699921,33.79081734,9.231501309,4.906446951,2.722639838,12391169477.0,-1692028600.0,1582468800.0,25987573297.0,0.770549177,7.852199253,3.332623355095238,49929947.545518525,5.06555344,-0.008493692,0.258788139,0.897346378,327272727.0,142363632,6.362,1.871,1.263,0.2213751107093225,0.05428958904632,-0.8274415157837537,-1.1055112436436534,0.2547959059844594,1.0853064482966366,-0.1224075646589114,0.0012465642017523,-0.2189652304768431,0.5533677568355855,-1.0857369940369987,-0.0299208493763876,-0.0959815944668291,0.4352424219359597,0.5656465884515024,1.1488640501107985,0.0015729498371828,0.004104806634376,-0.1984341272237141,-0.1321249162811073,0.0469530113331755,-0.0232437899662131,-0.4095918415888366,-1.1501267922500968,-0.8196358274316493,-0.4789120541998707,Austria,AT,Energy,Integrated Oil & Gas,United States,Luxembourg,United Kingdom
ON SEMICONDUCTOR CORPORATION,31255723889.0,2225300000.0,14.07967852,4.175173689,1.933022507,10.0408407,33.86985076,22.42271155,18.25362973,3962100000.0,-458800000.0,1088400000.0,32363823889.0,0.683988188,17.65305511,2.799011219,563500000.0,5.16,0.021824838,0.454806322,2.06802433,430697587.0,428863616,55.838,3.254,2.248,0.770815821795124,0.1638939429494781,-0.3140915673591929,0.6804182151312543,-0.0363238571850061,0.0166648528567741,0.4674532351418546,0.1800535675896724,1.432203676566932,-0.1948957404715644,-0.2500372345466181,-0.0339007903368582,-0.0587726836289533,0.2625015274794949,1.310703691719873,0.9127809325116272,0.7032027564348489,0.0042959134272385,-0.0989723767321358,1.395195830391662,1.6015276452054945,0.1559127296201166,0.2971903623582674,1.7305783004951958,-0.2252721197734848,0.3820353489732376,United States of America,US,Information Technology,Semiconductors,United States,Luxembourg,Ireland
ONEOK INC.,40679517755.0,2455921000.0,13.45334158,2.495769751,4.235775241,7.039085655,21.7117049,9.146920356,7.183340467,2973232000.0,9506664000.0,21775000000.0,62454517755.0,0.511099152,7.485485175,3.332623355095238,49929947.545518525,5.45,0.099103597,0.239357904,1.010134184,582550734.0,580176640,35.366,1.872,1.04,0.9543338509585816,0.2082270663724512,-0.3702565540746688,0.1433284145148918,0.031006446285723,-0.1085253540192174,0.1775745287795924,0.0489804652741334,0.2567902060817656,-0.2885040467448687,1.4111773465096744,0.1284579262123907,0.116191154729629,-0.1315096673489913,0.5203406458283762,1.1488640501107985,0.0015729498371828,0.0048784281061171,0.1426538032149008,-0.369553862791083,0.247197618756849,0.3549679316079318,0.4998916041469053,0.9438187844981464,-0.8191100753967823,-0.735982962093671,United States of America,US,Energy,Oil & Gas Storage & Transportation,United States,Ireland,United Kingdom
ONEX CORPORATION,5761860711.0,591000000.0,8.593580464,0.70521737,0.316640735,12.06959977,7.312998824,7.255094525,6.943546966,9672143655.485714,-5000000.0,-393000000.0,5368860711.0,0.14686013,0.96,1.644917489,394648348.61,7.251115,0.455664277,0.256815364,1.304118892,77393069.0,63901064,31.523,9.497,1.148,-0.4158331211308617,-0.154092132929718,-0.9490570615963652,-1.268014620359548,-0.0770131432353286,0.1031145619411717,-0.1688812378052641,0.0282537218948251,0.2312603392086419,0.3185944734361393,0.0387874344826747,-0.0481930665777453,-0.2169542155594876,-1.27576674747613,-1.2773271807258046,0.0868720006702609,0.5850939759919512,0.008369398421513,1.0856093087955268,-0.1552586310582436,0.7054614950269515,-0.9358378814894368,-0.8921203133733084,0.7628675615120188,1.1457741216488817,-0.6075849856255477,Canada,CA,Financials,Asset Management & Custody Banks,Canada,United States,Ireland
ONO PHARMACEUTICAL CO. LTD.,9194352803.0,900568722.1,9.465950499,1.616843607,8.747850949,13.94944659,16.85442166,16.38319413,14.68317846,2654519611.0,2395038.0,-660933750.0,8573563667.0,0.575212561,0.936841395,0.463678673,758316725.8,1.84996107,-0.17803381,0.219436726,0.107520832,517425200.0,393294848,13.558,10.542,1.669,-0.0863012606638098,-0.0931186940960583,-0.8204615352528069,-0.3493502892218157,0.1822725424587408,0.1843223665699278,0.0612012370265697,0.122805196974173,1.0536525317809469,-0.3191711286869278,0.0419502213510272,-0.0519257493735901,-0.1980455654541968,0.0230613160539897,-1.293893352093684,-2.054309445626262,0.8061228746791869,-0.0029548908912288,-0.8063296848368857,-0.6367147875907284,-2.0179004157875347,0.2765764217764007,0.2398466034663057,-0.3761749249543988,1.2902947749857847,-0.0792088636633,Japan,JP,Health Care,Pharmaceuticals,Japan,United States,Ireland
ONWARD HOLDINGS CO. LTD.,580146581.9,43622210.07,10.39474374,0.949040504,4.914394258624999,13.22227228,7.980376982,7.807229422,3.590598581,748553970.0,-19430910.0,173775732.0,788068880.9,1.103961521,4.904935251239669,1.5663167668983051,0.0,0.321430585,0.48941545,0.362320047,0.419763576,157921669.0,109446920,11.786,5.318,2.844,-2.0523034898019965,-0.2642570157307664,-0.6978568673243988,-0.9538489743528676,0.0523424292312688,0.1527921139211019,-0.1526991569866682,0.0343847323395337,-0.1262248005302001,-0.5109889129264678,0.0304752941092203,-0.0413526488725888,-0.2441741785520861,0.98684594152258,0.1178898412136928,0.0043631739527062,-1.6387458146997609,-0.0069744579729024,1.1633666578397188,0.8323070986885804,-1.019063918029199,-0.4902735412783431,-0.5707631782853589,-0.5358591914024952,0.3741554898886504,0.7657759502295437,Japan,JP,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Japan,United States,Norway
ORACLE CORPORATION,313817000000.0,10138000000.0,30.41358317,81.14632178,2.561684681,5.194865311,13.32179845538164,16.50774706,7.715578421,37110000000.0,1295000000.0,80099000000.0,394428000000.0,0.39292523,13.43237328,2.393029676,8814000000.0,3.73,0.326964908,0.300120234,1.152776924,2748922000.0,1596467712,18.522,1.118,0.843,2.364349554252376,1.6566295237935815,0.5579571805380287,2.2397563693304448,-0.01883437955248,-0.183428025929426,-0.0237113916481054,0.1240190679083158,0.3134412053036255,2.562402646785719,0.2420521460123575,0.5763492021598361,2.024655431635394,-0.4473607429999873,1.0652548203947614,0.6848008456770328,1.8352827203295428,0.0013193422022394,0.7728669783053116,0.3072109067469574,0.479976263556534,1.4118818483435416,1.208631782347463,0.0083764020607922,-1.2784175105904083,-0.9920507994650712,United States of America,US,Information Technology,Systems Software,United States,Luxembourg,United Kingdom
ORACLE CORPORATION JAPAN,10059131310.0,390879093.4,27.54688282,9.121712489,5.800967472,5.807700019,37.21889209,35.03174515,20.73849209,800443176.8,0.0,-811960968.0,9247170342.0,0.899813028,0.287904218,1.4468980509407894,0.0,3.052981106,0.162563387,0.258779031,0.302556555,128286471.0,33145068,5.083,4.64,0.862,-0.0230537809686784,-0.1938578107012611,0.4542588721742844,1.3369355954761757,0.0810556008599326,-0.1587366135897766,0.5470262957222161,0.2917407586468226,1.6954280543825724,-0.5054576270731204,0.0414841907128468,-0.0540394331585319,-0.1940788368451166,0.668356840133593,-1.884215464945536,-0.1308771452240736,-1.6387458146997609,-0.0001628375493024,0.3295435089063958,-0.1322312336596327,-1.3562310153203267,-0.6212801267669893,-1.269216007511051,-1.340060450503269,0.2019667715689442,-0.9659888977061466,Japan,JP,Information Technology,Systems Software,United States,Japan,Luxembourg
ORANGE BELGIUM SA,844663587.5,16924329.86,12.07178814,1.143816,-13.81003971,12.48173602,2.427369686,1.344375933,0.556123415,870953099.6,1894543400.0,2551973320.0,3396636907.0,0.50051245,55.76629256,3.630872063,1437386306.9417562,0.282332259,-0.208704159,0.275714977,0.544826657,59944757.0,13823261,1.28,1.029,0.325,-1.7825027001001428,-0.2698869432462416,-0.5059950981185611,-0.7458063125827428,-0.2783113256207868,0.1208327415566911,-0.2880438102553647,-0.0442332799119331,-0.451058807513358,-0.4979865917291146,0.3308879143519929,-0.0221560659296762,-0.2286323485168787,-0.1580964354080203,2.255697607468337,1.2576492811150288,1.0423601046786086,-0.0070886534177245,-0.9256346898475516,0.0579096217946033,-0.6979815707202789,-1.0927212226605585,-1.7472181277864072,-2.1631799554788307,-1.3430916580542254,-1.855172362924353,Belgium,BE,Communication Services,Wireless Telecommunication Services,Norway,United States,Luxembourg
ORANGE SA,31715588824.0,1890489226.0,11.54357542,1.11477325,3.736662153,18.62966771,6.0005608,3.552718641,1.634645427,11905944632.544285,188148300.0,36478129800.0,77110449224.0,0.395928329,19.86779204,1.183650153065574,0.0,0.63210314,0.216153153,0.14892292,0.142423252,2660056599.0,2047472000,12.418,4.264,4.154,0.7809972965442675,0.0993558538002143,-0.5628506150254203,-0.7748245680351198,0.0157046423241489,0.3903650585816065,-0.2007592363542013,-0.0151979948404295,-0.3353867765480573,0.5117996311152485,0.0727358944448719,0.2421361176848734,0.2011463808291496,-0.4387806329730859,1.414605735945389,-0.4798380770514671,-1.6387458146997609,-0.0060933401684727,0.4801244244246637,-1.820952290110451,-1.88854484172193,1.3888887284753733,1.3901118619006787,-0.4772197321168559,0.0973776802407681,1.4081660759620878,France,FR,Communication Services,Integrated Telecommunication Services,United States,Luxembourg,France
ORGANON & CO.,4289076416.0,585000000.0,4.452765,5.925526022785311,3.463942478,11.88435564,10.115774373217144,13.48202178,5.454799758,3724000000.0,-45000000.0,8240000000.0,12529076416.0,0.573453308,3.821138211,2.098214286,536000000.0,2.3,-0.396551467,0.422687672,1.29478218,255606461.0,255302880,38.144,1.722,0.969,-0.6246057168554575,-0.1552796693586532,-1.86552348483463,1.000418706512736,0.0074940787449986,0.0951671417409034,-0.1010298803237215,0.0940507167967185,0.0726606878684048,-0.2172453534098398,0.0152002989161544,0.0228455363929758,-0.1747815338706971,0.0189613057730667,-0.1186870802743355,0.4828143024860846,0.6862650979138274,-0.0018827128874005,-1.7182685572759846,1.223642448347103,0.6921286112754643,-0.1830024971448964,-0.0415703148927466,1.0664164531651636,-0.9000789552527835,-0.8248034346529367,United States of America,US,Health Care,Pharmaceuticals,United States,Luxembourg,Sweden
ORICA LIMITED,4823452593.0,196940976.7,15.02848094,1.829411778,5.588157173,10.68563554,7.706039481,5.456865955,3.451415232,2645338519.229236,391994440.0,785866410.0,5649961713.0,0.927376714,5.262230501,1.239916963,0.0,0.433576516,0.044283358,0.166978486,0.745327504,456749735.0,455824576,26.249,9.837,2.01,-0.5415034837842576,-0.2328246072234816,-0.2344796575407071,-0.2073485228088716,0.0740815339649782,0.0439961482803525,-0.159348960033453,0.0077285271988304,-0.1410894934833597,-0.3200587302129691,0.1048847076038284,-0.0363493231224502,-0.2152927580079938,0.7146524097729734,0.1848618728877911,-0.3985321124968534,-1.6387458146997609,-0.0066512475965235,-0.0270480803812079,-1.4771175578063331,-0.2495664365372018,0.1944546128257351,0.3377660354709315,0.4882464494327422,1.1943068755881825,0.2050765484024063,Australia,AU,Materials,Commodity Chemicals,Australia,United States,Luxembourg
ORIENT OVERSEAS (INTERNATIONAL) LIMITED,9934236412.0,5430335000.0,1.805387781,0.861271816,127.0372699,157.2853066,44.04409864,34.3367615,29.8190911,5207351000.0,-722220000.0,-6177860000.0,3759675412.0,0.730316029,9.180279279,1.385679849,0.0,8.223897,0.284713957,0.430556805,0.24114245,660373297.0,98782168,2.404,0.598,0.362,-0.0318417379790883,0.7740439498004601,-3.149121687549009,-1.0591394996991454,6.566977718429932,7.402050324773426,0.7088972219991754,0.2857961877691247,2.656078902028998,-0.0796058122204279,-0.4250273979598764,-0.130590797011285,-0.2264794769592695,0.3567579524140306,0.7129512599412803,-0.2053217282187074,-1.6387458146997609,0.0101780332686305,0.664026929337911,1.2677746777713934,-1.549511095958692,0.4382401518127203,-0.6328607247675042,-1.8557588532560207,-1.7025101925173032,-1.7812724199925172,Hong Kong,HK,Industrials,Marine Transportation,United States,Hong Kong,Ireland
ORIENTAL LAND CO.LTD.,68082719215.0,859320333.7,76.53122751,9.771804075,4.914394258624999,11.493229214771084,13.87951613,10.68287523,9.703479517,1762675281.0,-570233016.0,-986317800.0,67096401415.0,0.481839444,4.904935251239669,1.5663167668983051,0.0,0.524557434,0.17274131,0.22269625,0.52981537,1818450800.0,1018760832,11.028,5.313,0.865,1.3118880697550268,-0.1012134944811263,1.4101148730074846,1.3847378800933818,0.0523424292312688,0.0784211129922604,-0.0102877383453806,0.065288911436249,0.5248748607314155,-0.4066999652465476,-0.3237100201007072,-0.0564861336344282,0.143113533830922,-0.2057664664135542,0.1178898412136928,0.0043631739527062,-1.6387458146997609,-0.006393434444206,0.3586316902926426,-0.591245109553873,-0.734658595204588,1.1246897758646135,0.8883357947429148,-0.6089387377552947,0.3729541731751993,-0.9619022968245068,Japan,JP,Consumer Discretionary,Leisure Facilities,Japan,United States,Ireland
ORIGIN ENERGY LIMITED,9425772697.0,710120095.8,11.48118331,1.606603032,-6.824132044,5.706800565,11.17111393,3.238484361,4.910631167,6599027694.11971,-80033400.0,1552543200.0,10991653897.0,0.767129026,2.323888114,0.967171717,0.0,0.412610065,0.104566397,0.214354906,0.365491468,1722747671.0,1713399040,27.761,9.246,1.212,-0.06880655777818,-0.1305651360763196,-0.5697689916265978,-0.3566685905488982,-0.1918397258684329,-0.1628163088846725,-0.0755478038639634,-0.0191358485324128,0.0146419345043502,0.0466722566616049,-0.0062485945539598,-0.0301613799975063,-0.1838158783500096,0.4286873673818107,-0.5751841782481445,-0.834868077221603,-1.6387458146997609,-0.0067112041717468,0.1591310218207701,-0.7090412911808409,-1.170383794161225,1.0874250966064458,1.2598904206230646,0.5705388152416047,1.1089326958869543,-0.5350094341823748,Australia,AU,Utilities,Electric Utilities,Australia,United States,Norway
ORIX CORPORATION,23150922188.0,2014958962.0,12.49961107,0.869414362,0.973192302,5.8362933334500005,7.863848543,2.517004153,1.827258332,9672143655.485714,2269497172.0,34264920588.0,57969628289.0,0.072217445,61.16392227,1.644917489,394648348.61,1.723106184,0.137744285,0.227119966,0.300038304,1214961054.0,1089464064,20.315,14.126,3.541,0.5613149126288122,0.123374736682662,-0.4620640215120259,-1.0490308049652624,-0.0613647267275899,-0.1575794895692462,-0.1555233929988581,-0.0283886453978163,-0.3147597270890502,0.3185944734361393,0.3859016228647655,0.2250712779887282,0.0901647430499065,-1.589015909077252,2.3249357557779877,0.0868720006702609,0.5850939759919512,-0.0032641858996259,0.2576069912816429,-0.5306595490111664,-1.3639157152396604,0.8484412054517724,0.9355863386248764,0.1302337615888098,1.7025857433269564,1.1347009887912105,Japan,JP,Financials,Diversified Financial Services,Japan,United States,United Kingdom
ORKLA ASA,7970950652.0,515202490.4,14.31766444,1.864468711,3.911932713,8.68040282,12.54583153,7.453963126,6.492522384,8317739559.387501,163065000.0,1916615400.0,10028172252.0,0.801884105,4.109526905,1.784490298278481,99068264.43361956,0.517607731,0.110686285,0.186798546,0.580735061,1001430970.0,723000128,10.876,9.816,5.619,-0.1868568958963494,-0.1691138333141964,-0.293530254702595,-0.1856006548647302,0.021038476442184,-0.0405162406671747,-0.0424003860603781,0.0304703652991531,0.1832301473845526,0.1997544664990337,0.0687104288295012,-0.0272389831558472,-0.1894824455513515,0.4943247032100435,-0.0500388541370535,0.2221760035072935,0.1771559227261673,-0.0064129964807268,0.1775004977038136,-1.1338688040640563,-0.6121432164337176,0.7174334155806961,0.650040158793222,-0.6239801336032754,1.1913533905465563,1.9314988093537453,Norway,NO,Consumer Staples,Packaged Foods & Meats,United States,Norway,Canada
ORORA LIMITED,2426640338.0,124388809.2,12.22410747,3.09789384,1.294100358,8.915625405,24.12690123,12.49760027,6.70707364,538345073.6,2981340.0,667967040.0,3094607378.0,1.557471056,4.420571855,1.680248007,0.0,0.137735702,-0.050680699,0.27929011,0.355687704,1343499939.0,1275761536,20.086,8.549,2.722,-1.028798626765157,-0.2475859585378675,-0.4901453157128565,0.3772720699915654,-0.0532447063108699,-0.0306789576543442,0.2353031662375699,0.0840621992995479,0.2060798805497466,-0.5337374039569969,0.0420597165608018,-0.0373067280844532,-0.2304247672322488,1.5377906609336,0.0190695053340754,0.1224208830704841,-1.6387458146997609,-0.0075184472494065,-0.3415030838474231,0.0961860710051875,-1.1985749006384905,0.9169614102580698,1.0475653088404493,0.1150814154566766,1.001722151596335,0.69315870513207,Australia,AU,Materials,"Metal, Glass & Plastic Containers",Australia,United States,Norway
OSAKA GAS CO. LTD.,8372502537.0,1318620966.0,6.7109492,0.768605941,0.7299116332947369,10.70422931584,12.52035961,6.512331654,5.969869289,6599027694.11971,-293670534.0,4871402300.0,13432466637.0,0.706635184,25.82873186586316,2.2833998818970587,8387949.2853802815,3.174820775,0.314274675,0.215946982,0.435612477,416680000.0,397387424,17.528,10.237,1.484,-0.1522313682761509,-0.0114683437903684,-1.2861458285673524,-1.1795263565846672,-0.0673265686219006,0.0447863647807174,-0.043014122791522,0.0198860256654946,0.1275525252976408,0.0466722566616049,-0.1421191783445297,-0.0037222733224984,-0.169476987633547,0.3091146386007645,1.6399614395920614,0.6138229336498979,-0.3858847345601154,0.000107992434573,0.7405188650913548,-0.6861915931645134,-0.9763237607293126,0.1342338831499711,0.24668607821354,-0.0625992073261071,1.24950360463498,-0.251836113865742,Japan,JP,Utilities,Gas Utilities,Japan,United States,Luxembourg
OSAKA Titanium technologies Co.Ltd.,682919964.8,48304378.78,15.03104107,2.963891802,-2.564476676,6.946791389,21.35297118,8.627950148,7.864686992,81774164.08,46870600.0,223499349.0,906419313.8,0.592176409,4.800428291,8.922920948264368,6288656.062,1.312612718,-0.316193658,0.491193486,0.530475339,36800000.0,28896604,13.82,6.261,2.155,-1.9350681500248668,-0.2632790491743016,-0.2342730818898479,0.3302810766802321,-0.1301201407796471,-0.1123144787627469,0.1689928170836705,0.0433707683981703,0.3293088052169149,-0.5865798560813947,0.0496719184055483,-0.0409418121189182,-0.2434645442439662,0.0622055705093146,0.0973952925297,2.115896686855283,-0.4401221305536747,-0.0042897248715498,-1.3661963867410742,1.5645605653307355,-0.7330360208017914,-1.3884304465968924,-1.3459997625433129,-0.3537433542133534,0.5853411888833853,0.31475043945565,Japan,JP,Materials,Diversified Metals & Mining,Japan,United States,Luxembourg
OSHKOSH CORPORATION,7455176937.0,598000000.0,12.20911753,2.012015116,2.951691389,10.73391236,17.35597156,11.79209348,7.094470347,1680800000.0,172700000.0,1837800000.0,9292976937.0,1.145780688,3.368227047,2.559402046,130000000.0,9.15,0.155729383,0.306413583,1.422383912,65413503.0,64917052,42.711,1.207,0.555,-0.2340059507589421,-0.1527069953439491,-0.4916946969351707,-0.0986522119925958,-0.0076188752995215,0.0460481001400551,0.0732364621165622,0.0768220615461489,0.2473290331962324,-0.4148912057108805,0.0702591740036035,-0.0278709506407681,-0.1938091737524681,1.0457632389286549,-0.2368826464452285,0.7843609703442028,0.2514318781451486,0.0118581741817797,0.309879061820844,0.3671545279508508,0.868343208626102,-1.039267862175688,-0.8828590442217772,1.2553092877964942,-1.216389063319274,-1.4304735997071412,United States of America,US,Industrials,Construction Machinery & Heavy Transportation Equipment,United States,Norway,Ireland
